SchoolID,longitude,latitude,SchoolAddress,SchoolCity,STATE,SchoolZipCode
181,-84.411262,33.523462,8482 Thomas Rd,Riverdale,GA,30274-5198
190,-84.340154,33.446611,1587 McDonough Rd,Hampton,GA,30228-1531
191,-84.340312,33.442851,1588 Lovejoy Rd,Hampton,GA,30228-1558
195,-84.389637,33.420462,205 Northbridge Rd,Fayetteville,GA,30215-6666
197,-84.387591,33.536623,7971 Kendrick Rd,Jonesboro,GA,30238-2123
199,-84.366155,33.461781,10750 English Rd,Hampton,GA,30228-1517
200,-84.287432,33.581687,6340 Highway 42,Rex,GA,30273-1602
203,-84.389354,33.564555,93 Valley Hill Rd SW,Riverdale,GA,30274-3234
204,-84.413039,33.59853,5745 W Lees Mill Rd,College Park,GA,30349-6419
205,-84.357201,33.453817,1090 McDonough Rd,Hampton,GA,30228-1516
207,-84.282793,33.581483,6380 Evans Dr,Rex,GA,30273-1711
215,-84.306557,33.556233,2580 Mount Zion Pkwy,Jonesboro,GA,30236-2500
276,-84.445701,33.577872,1725 Cheryl Leigh Dr,Riverdale,GA,30296-2508
277,-84.4114,33.521043,8495 Thomas Rd,Jonesboro,GA,30238-3468
290,-84.310684,33.554786,2535 Mount Zion Pkwy,Jonesboro,GA,30236-2501
295,-84.432196,33.539493,7900 Lake Ridge Cir,Riverdale,GA,30296-7181
304,-84.340826,33.545856,7711 Mount Zion Blvd,Jonesboro,GA,30236-2440
305,-84.35732,33.455546,10990 Folsom Rd,Hampton,GA,30228-1520
307,-84.371187,33.632788,4475 Hendrix Dr,Forest Park,GA,30297-1244
377,-84.402047,33.556754,160 Roberts Dr,Riverdale,GA,30274-3302
378,-84.358401,33.524929,137 Spring St,Jonesboro,GA,30236-3558
379,-84.360646,33.430036,11808 Panhandle Rd,Hampton,GA,30228-3305
380,-84.330603,33.522186,1821 Walt Stephens Rd,Jonesboro,GA,30236-3805
381,-84.371414,33.638652,4234 Hendrix Dr,Forest Park,GA,30297-1240
1050,-84.333404,33.640512,4199 Old Rock Cut Rd,Conley,GA,30288-2052
1052,-84.270165,33.61671,3674 Steele Rd.,Ellenwood,GA,30294-3521
1054,-84.354656,33.60547,5452 Phillips Dr,Forest Park,GA,30297-4029
1056,-84.34247,33.54273,7728 Mount Zion Blvd,Jonesboro,GA,30236-2441
1058,-84.356599,33.524571,178 Lee St,Jonesboro,GA,30236-3524
1060,-84.447653,33.60647,5451 W Fayetteville Rd,College Park,GA,30349-5417
1062,-84.360213,33.571693,937 Mount Zion Rd,Morrow,GA,30260-2252
1550,-84.347886,33.52424,216 Stockbridge Rd,Jonesboro,GA,30236-3629
2052,-84.439697,33.609078,1525 Norman Dr,College Park,GA,30349-5403
2054,-84.359366,33.62155,930 Finley Dr,Forest Park,GA,30297-1416
2058,-84.341418,33.588298,6115 Reynolds Rd,Morrow,GA,30260-1139
2060,-84.392946,33.584658,6253 Garden Walk Blvd,Riverdale,GA,30274-2612
2062,-84.430529,33.603234,5580 Riverdale Rd,College Park,GA,30349-6465
2554,-84.373882,33.612186,5215 West St,Forest Park,GA,30297-2717
3050,-84.353296,33.60403,5500 Reynolds Rd,Forest Park,GA,30297-4048
3052,-84.447601,33.605233,5517 W Fayetteville Rd,College Park,GA,30349-5419
3054,-84.353084,33.586192,1169 Morrow Rd,Morrow,GA,30260-1020
3060,-84.407321,33.563047,400 Roberts Dr,Riverdale,GA,30274-3308
4050,-84.418077,33.563362,7013 Church St,Riverdale,GA,30274-2306
4056,-84.355285,33.608133,5354 Phillips Dr,Lake City,GA,30260-3722
4058,-84.314702,33.593124,2299 Old Rex Morrow Rd,Morrow,GA,30260-1361
4060,-84.345617,33.515078,1400 Lake Jodeco Rd,Jonesboro,GA,30236-5016
5052,-84.349645,33.632993,4495 Simpson Rd,Forest Park,GA,30297-1540
5054,-84.348089,33.638818,1260 Rockcut Rd,Forest Park,GA,30297-3630
5056,-84.318386,33.581754,2201 Lake Harbin Rd,Morrow,GA,30260-1939
5060,-84.374807,33.53496,500 Highway 138 W,Jonesboro,GA,30238-2222
101,-82.771691,31.043369,575 Woodlake Dr,Homerville,GA,31634-1921
201,-82.771691,31.043369,575 Woodlake Dr,Homerville,GA,31634-1921
1050,-82.749793,31.048969,1 Panther Way,Homerville,GA,31634-2358
101,-84.624024,33.9998,1898 Kennesaw Due West Rd NW,Kennesaw,GA,30152-4221
102,-84.561572,33.790617,285 S Gordon Rd SW,Mableton,GA,30126-5303
103,-84.513116,34.064256,4770 Lee Waters Rd,Marietta,GA,30066-1141
104,-84.656954,34.002065,3656 Old Stilesboro Rd NW,Kennesaw,GA,30152-3150
107,-84.681067,34.064647,4496 Dixie Ave,Acworth,GA,30101-5316
109,-84.735966,34.028252,6400 Old Stilesboro Rd NW,Acworth,GA,30101-4709
114,-84.439046,33.97582,3850 Roswell Rd,Marietta,GA,30062-6279
117,-84.633101,33.841115,4725 Ewing Rd,Austell,GA,30106-1633
118,-84.583929,33.824435,5220 Church St SW,Mableton,GA,30126-2108
173,-84.575723,33.879333,775 Smyrna Powder Springs Rd SW,Marietta,GA,30060-5111
175,-84.44046,33.98978,1590 Bill Murdock Rd,Marietta,GA,30062-5953
178,-84.470363,34.059908,2700 Jims Rd NE,Marietta,GA,30066-1414
180,-84.663923,33.933045,870 Casteel Rd,Powder Springs,GA,30127-4403
181,-84.420571,34.017269,4435 Post Oak Tritt Rd,Marietta,GA,30062-5622
184,-84.504395,34.04712,4080 Maybreeze Rd,Marietta,GA,30066-2734
185,-84.435269,34.050283,4111 Wesley Chapel Rd,Marietta,GA,30062-1019
187,-84.494793,34.059195,1985 Kemp Rd,Marietta,GA,30066-1362
188,-84.452591,34.024183,3001 Hembree Rd NE,Marietta,GA,30062-4205
189,-84.623381,34.057732,2361 Baker Rd NW,Acworth,GA,30101-3602
190,-84.634064,33.902452,2121 W Sandtown Rd SW,Marietta,GA,30064-4052
191,-84.692383,33.894156,4761 Gaydon Rd,Powder Springs,GA,30127-3724
192,-84.683093,33.967087,4500 Due West Rd NW,Kennesaw,GA,30152-3855
194,-84.630744,33.990927,1501 Kennesaw Due West Rd NW,Kennesaw,GA,30152-4337
197,-84.724118,33.960122,5950 Nichols Rd,Powder Springs,GA,30127-4219
198,-84.561445,34.045274,325 N Booth Rd NW,Kennesaw,GA,30144-6646
199,-84.515912,33.843599,4555 Mavell Rd SE,Smyrna,GA,30082-4729
202,-84.553732,33.813531,50 Veterans Memorial Hwy SE,Mableton,GA,30126-2612
203,-84.702001,33.930083,865 Corner Rd,Powder Springs,GA,30127-6992
204,-84.591051,34.065464,4575 Wade Green Rd NW,Acworth,GA,30102-3407
207,-84.634587,33.816499,5600 Mulberry St,Austell,GA,30106-3317
209,-84.735539,34.03533,3300 Dallas Acworth Hwy NW,Acworth,GA,30101-7659
214,-84.521716,33.890783,1099 Fleming St SE,Smyrna,GA,30080-1907
273,-84.510216,34.000793,1410 Kincaid Rd,Marietta,GA,30066-6434
275,-84.445034,33.991036,1725 Bill Murdock Rd,Marietta,GA,30062-5959
278,-84.417308,33.979729,1210 Johnson Ferry Rd,Marietta,GA,30068-2719
280,-84.63277,33.987959,2720 Pine Mountain Cir NW,Kennesaw,GA,30152-4635
281,-84.416734,33.969293,855 Woodlawn Dr NE,Marietta,GA,30068-4256
287,-84.673058,34.014425,4179 Jim Owens Rd NW,Kennesaw,GA,30152-2329
288,-84.472425,34.029035,3151 Sandy Plains Rd,Marietta,GA,30066-4731
289,-84.491417,34.02526,3055 Ebenezer Rd,Marietta,GA,30066-4542
290,-84.498011,33.872959,3295 Atlanta Rd SE,Smyrna,GA,30080-8258
291,-84.437841,34.03516,3529 Lassiter Rd,Marietta,GA,30062-4116
292,-84.719672,33.987093,1345 Mars Hill Rd NW,Acworth,GA,30101-4632
294,-84.612026,33.888235,2025 Powder Springs Rd SW,Marietta,GA,30064-4325
297,-84.70257,34.025157,2865 Mars Hill Rd NW,Acworth,GA,30101-4538
298,-84.620814,33.92161,1350 John Ward Rd SW,Marietta,GA,30064-3816
299,-84.700138,34.026362,2891 Mars Hill Rd NW,Acworth,GA,30101-4538
302,-84.653223,34.057743,4220 Cantrell Rd NW,Acworth,GA,30101-3707
304,-84.640416,34.029234,3010 Cobb Pkwy NW,Kennesaw,GA,30152-2502
307,-84.568366,33.788945,461 S Gordon Rd SW,Mableton,GA,30126-5134
309,-84.509511,33.818757,1550 Pebblebrook Cir SE,Mableton,GA,30126-2750
373,-84.497256,34.011765,2525 Sandy Plains Rd,Marietta,GA,30066-5717
375,-84.462386,34.006741,2320 Murdock Rd,Marietta,GA,30062-4571
378,-84.479245,34.047317,2400 Rocky Mountain Rd NE,Marietta,GA,30066-2132
381,-84.473911,34.042364,2601 Shallowford Rd,Marietta,GA,30066-3038
388,-84.479394,34.073251,2433 Jamerson Rd,Marietta,GA,30066-1431
389,-84.477732,34.032888,3340 Trickum Rd NE,Marietta,GA,30066-4663
391,-84.505101,34.051981,1599 Shallowford Rd,Marietta,GA,30066-1919
394,-84.437776,34.017398,3905 Post Oak Tritt Rd,Marietta,GA,30062-5115
397,-84.535811,33.904502,2000 Gober Ave SE,Smyrna,GA,30080-1111
398,-84.599361,33.848501,1550 Anderson Mill Rd,Austell,GA,30106-1202
399,-84.526253,34.036563,3470 Canton Rd,Marietta,GA,30066-2669
402,-84.674748,33.827559,5243 Meadows Rd,Powder Springs,GA,30127-3520
404,-84.628854,34.032059,3155 Jiles Rd NW,Kennesaw,GA,30144-1103
407,-84.652323,34.059281,4222 Cantrell Rd NW,Acworth,GA,30101-3707
475,-84.667658,33.875985,3900 Macedonia Rd,Powder Springs,GA,30127-3626
478,-84.453363,33.935803,3320 Paper Mill Rd SE,Marietta,GA,30067-4956
489,-84.680764,33.853721,4570 Grady Grier Dr,Powder Springs,GA,30127-2555
491,-84.405689,33.995275,5000 Timber Ridge Rd,Marietta,GA,30068-1529
499,-84.689605,33.971203,700 Old Mountain Rd NW,Kennesaw,GA,30152-3841
502,-84.634125,33.842021,4605 Ewing Rd,Austell,GA,30106-1631
504,-84.597505,34.027536,1575 Ben King Rd NW,Kennesaw,GA,30144-2947
507,-84.65692,34.004274,3660 Old Stilesboro Rd NW,Kennesaw,GA,30152-3150
592,-84.578276,33.792082,6800 Factory Shoals Rd SW,Mableton,GA,30126-5040
602,-84.568709,34.051947,690 N Booth Rd NW,Kennesaw,GA,30144-2106
607,-84.663589,33.926427,3825 Luther Ward Rd,Powder Springs,GA,30127-1181
707,-84.667422,33.926407,4165 Luther Ward Rd,Powder Springs,GA,30127-1185
807,-84.612547,33.987409,1291 Stanley Rd NW,Kennesaw,GA,30152-4359
808,-84.545694,33.914344,1560 Joiner Ave,Marietta,GA,30060-3931
1052,-84.536383,33.891637,605 Glendale Pl SE,Smyrna,GA,30080-1835
1054,-84.525873,33.887996,5265 Ward St SE,Smyrna,GA,30080-1944
1056,-84.459293,33.930628,825 Terrell Mill Rd,Marietta,GA,30067
1060,-84.643907,33.828038,5235 Austell Powder Springs Rd,Austell,GA,30106-3128
1064,-84.67672,33.895929,2400 New Macland Rd,Powder Springs,GA,30127-1765
1066,-84.549952,33.880164,3041 Gray Rd SE,Smyrna,GA,30082-1927
1067,-84.494824,33.942774,403 Powers Ferry Rd SE,Marietta,GA,30067-7315
1069,-84.478878,33.95954,375 Holt Rd NE,Marietta,GA,30068-3560
2050,-84.483493,33.882866,2420 Spring Rd SE,Smyrna,GA,30080-3828
2056,-84.64877,34.03943,3400 Old 41 Hwy NW,Kennesaw,GA,30144-1072
2062,-84.523085,33.854657,1041 Reed Rd SE,Smyrna,GA,30082-4230
2066,-84.565711,33.891474,2451 Favor Rd SW,Marietta,GA,30060-7338
2560,-84.520876,33.856267,4010 King Springs Rd SE,Smyrna,GA,30082-4204
3054,-84.575606,33.80479,730 Boggs Rd SW,Mableton,GA,30126-4206
3056,-84.609674,33.834918,1920 Clay Rd,Austell,GA,30106-2202
3058,-84.547031,33.917802,407 Barber Rd SE,Marietta,GA,30060-3946
3060,-84.557785,33.810208,5891 Dodgen Rd SW,Mableton,GA,30126-3514
3062,-84.55462,33.896378,230 Cresson Dr SW,Marietta,GA,30060-5536
3064,-84.577898,33.895257,2390 Austell Rd SW,Marietta,GA,30008-4579
3067,-84.569705,33.858343,3920 S Hurt Rd SW,Smyrna,GA,30082-3521
3556,-84.677444,33.870923,3450 New Macland Rd,Powder Springs,GA,30127-1927
4050,-84.647476,34.042432,3601 Nowlin Rd NW,Kennesaw,GA,30144-1032
4056,-84.531521,34.022039,2900 Scott Rd,Marietta,GA,30066-3777
4066,-84.581855,33.806882,991 Old Alabama Rd SW,Mableton,GA,30126-4109
4068,-84.486055,33.865235,3640 Spring Hill Rd SE,Smyrna,GA,30080-4652
4560,-84.611116,33.882182,2901 Bay Berry Dr SW,Marietta,GA,30008-5605
5050,-84.547915,34.015578,2600 Bells Ferry Rd,Marietta,GA,30066-3675
5052,-84.458824,33.932604,815 Terrell Mill Rd SE,Marietta,GA,30067
5056,-84.666992,33.969925,3900 Due West Rd NW,Marietta,GA,30064-1020
5058,-84.575064,33.837993,4803 Floyd Rd SW,Mableton,GA,30126-1323
5067,-84.487428,33.946028,2230 Lower Roswell Rd,Marietta,GA,30068-3359
5068,-84.477566,33.942349,2570 Lower Roswell Rd,Marietta,GA,30068-3635
100,-82.883204,31.491407,2033 Ga Highway 158 W,Douglas,GA,31535-2735
102,-83.007235,31.596097,3753 Vickers Xing,Ambrose,GA,31512-4381
108,-82.835284,31.539416,901 Connector 206 N,Douglas,GA,31533-7150
114,-82.858243,31.500279,706 Baker Hwy W,Douglas,GA,31533-2134
182,-82.788659,31.43973,5325 Old Axson Rd,Douglas,GA,31535-3437
191,-82.883259,31.621936,102 Little Ave W,Broxton,GA,31519
195,-82.860502,31.552294,159 Trojan Way,Douglas,GA,31533-8263
282,-82.840077,31.514796,603 McDonald Ave N,Douglas,GA,31533-0537
291,-82.637069,31.517097,704 Van Streat Hwy,Nicholls,GA,31554-4017
308,-82.845245,31.496309,1020 Gaskin Ave S,Douglas,GA,31533-4440
3052,-82.738409,31.611541,106 School Circle Rd,West Green,GA,31567-4080
5050,-82.863558,31.512454,311 Westside Dr,Douglas,GA,31533-3531
111,-83.794269,31.170225,950 4th St SW,Moultrie,GA,31768-5416
178,-83.917843,31.327612,111 Mathis Ave,Doerun,GA,31744-5062
187,-83.665134,31.116333,2902 Sardis Church Rd,Moultrie,GA,31788-1672
278,-83.691673,31.270544,249 W Weeks St,Norman Park,GA,31771-5672
1554,-83.759469,31.204822,105 Darbyshire Rd,Norman Park,GA,31771-0079
2052,-83.872635,31.201406,137 North Academy Street,Funston,GA,31753
2056,-83.787451,31.155148,1812 2nd St SE,Moultrie,GA,31768-6611
3050,-83.791018,31.175516,200 5th Ave SW,Moultrie,GA,31768-4622
3052,-83.798988,31.190937,812 11th Ave NW,Moultrie,GA,31768-3010
3054,-83.804517,31.246604,3300 Ga Highway 33 N,Moultrie,GA,31768-2682
4050,-83.773919,31.168522,1275 11th Ave SE,Moultrie,GA,31768-6128
4052,-83.952642,31.126559,5110 Ga Highway 111,Hartsfield,GA,31756-2013
5054,-83.796707,31.102652,698 US Highway 319 S,Moultrie,GA,31768-0507
101,-82.187365,33.588306,5120 Riverwood Pkwy,Evans,GA,30809-6628
102,-82.200254,33.515348,5426 Hereford Farm Rd,Evans,GA,30809-7002
103,-82.220371,33.453214,5463 Harlem Grovetown Rd,Grovetown,GA,30813-4860
106,-82.10794,33.57356,4109 Mullikin Rd,Evans,GA,30809-4805
107,-82.159831,33.532358,4785 Hereford Farm Rd,Evans,GA,30809-6037
108,-82.080543,33.560404,3830 Blackstone Camp Rd,Martinez,GA,30907-9552
112,-82.236295,33.498715,2010 Warrior Way,Grovetown,GA,30813-8132
173,-82.14714,33.49589,4558 Oakley Pirkle Rd,Martinez,GA,30907-8840
183,-82.312733,33.456857,1070 Appling Harlem Rd,Harlem,GA,30814-5319
186,-82.155846,33.540642,618 Gibbs Rd,Evans,GA,30809-6315
188,-82.105983,33.537705,550 Blue Ridge Dr,Evans,GA,30809-3652
189,-82.100861,33.537489,533 Blue Ridge Dr,Evans,GA,30809-3605
190,-82.154459,33.483858,455 S Old Belair Rd,Grovetown,GA,30813-4509
192,-82.080608,33.550663,3780 Evans To Locks Rd,Martinez,GA,30907-4912
193,-82.116825,33.572254,1095 Furys Ferry Rd,Evans,GA,30809-5113
194,-82.130149,33.579148,4431 Hardy McManus Rd,Evans,GA,30809-5042
197,-82.192276,33.588837,5114 Riverwood Pkwy,Evans,GA,30809-6628
208,-82.218959,33.4561,1000 Trudeau Trl,Grovetown,GA,30813-2015
212,-82.239772,33.49617,2011 Hero Way,Grovetown,GA,30813-8327
283,-82.317238,33.47618,424 Hawes Branch Pkwy,Harlem,GA,30814-5145
290,-82.101507,33.53592,527 Blue Ridge Dr,Evans,GA,30809-3605
297,-82.189305,33.58694,5116 Riverwood Pkwy,Evans,GA,30809-6628
397,-82.267784,33.476503,795 Louisville Rd,Grovetown,GA,30813-4006
398,-82.201751,33.55153,2660 William Few Parkway,Evans,GA,30809-0000
2050,-82.232137,33.495188,2013 Raider Way,Grovetown,GA,30813-7811
2052,-82.107442,33.505794,213 Flowing Wells Rd,Martinez,GA,30907-2139
3052,-82.318965,33.5872,2874 Ray Owens Rd,Appling,GA,30802-2204
4050,-82.147164,33.524549,4550 Cox Rd,Evans,GA,30809-3402
4052,-82.318558,33.419288,360 W Trippe St,Harlem,GA,30814
5050,-82.195351,33.445998,300 Ford Ave,Grovetown,GA,30813-2607
5052,-82.105988,33.523574,325 McCormick Rd,Martinez,GA,30907-2603
101,-83.437678,31.154698,1601 N Elm St,Sparks,GA,31647-7910
104,-83.434522,31.154008,1512 N Elm St,Sparks,GA,31647-7907
111,-83.383579,31.133553,9900 Highway 37,Adel,GA,31620-6044
196,-83.408532,31.166564,1531 Patterson St,Adel,GA,31620-4035
101,-84.692624,33.466629,4840 Highway 29 N,Newnan,GA,30265-1407
103,-84.648788,33.361833,430 Willis Rd,Sharpsburg,GA,30277-2386
106,-84.651312,33.361796,370 Willis Rd,Sharpsburg,GA,30277-2389
115,-84.789425,33.493649,35 Genesee Pt,Newnan,GA,30263-6337
189,-84.70189,33.395138,770 Lora Smith Rd,Newnan,GA,30265-1781
191,-84.648448,33.464749,200 Pete Rd,Sharpsburg,GA,30277-3279
192,-84.748856,33.376487,1267 Lower Fayetteville Rd,Newnan,GA,30265-1134
195,-84.772107,33.399862,154 Millard Farmer Ind Blvd,Newnan,GA,30263-1090
196,-84.666045,33.468206,3220 Fischer Rd,Newnan,GA,30265-1530
199,-84.690045,33.342686,2925 Poplar Rd,Sharpsburg,GA,30277-2587
201,-84.713843,33.362099,240 Mary Freeman Rd,Newnan,GA,30265-1601
203,-84.827812,33.234056,5725 Highway 29,Grantville,GA,30220-2140
289,-84.598254,33.304299,6291 Highway 16,Senoia,GA,30276-1754
295,-84.668219,33.408561,3530 Highway 34 E,Sharpsburg,GA,30277-3549
299,-84.759963,33.437742,240 Edgeworth Rd,Newnan,GA,30263-6918
301,-84.845591,33.361922,965 Smokey Rd,Newnan,GA,30263-3072
389,-84.657722,33.346721,400 Highway 154,Sharpsburg,GA,30277-2317
395,-84.70223,33.392673,700 Lora Smith Rd,Newnan,GA,30265-1781
1050,-84.873851,33.438055,2449 Highway 16 W,Newnan,GA,30263-3710
1054,-84.816953,33.373073,57 Sunset Ln,Newnan,GA,30263-2836
1056,-84.819675,33.390227,41 Evans Dr,Newnan,GA,30263-1207
2050,-84.799836,33.366973,14 Nimmons St,Newnan,GA,30263-2610
2052,-84.579517,33.264094,1225 Eastside School Rd,Senoia,GA,30276-3232
2056,-84.796681,33.423525,720 Country Club Rd,Newnan,GA,30263-5548
3052,-84.807575,33.383637,46 Elm St,Newnan,GA,30263-1540
3054,-84.768766,33.284465,145 Railroad St,Moreland,GA,30259-2351
5054,-84.810977,33.364679,190 Lagrange St,Newnan,GA,30263-2947
5056,-84.889156,33.390379,1730 Welcome Rd,Newnan,GA,30263-4459
192,-84.007248,32.72822,191 Lowe Rd,Roberta,GA,31078-4823
193,-84.004877,32.720415,400 E Agency St,Roberta,GA,31078-4930
202,-84.007645,32.73123,401 Lowe Rd,Roberta,GA,31078-4899
115,-83.752214,31.923544,327 Old Hatley Rd,Cordele,GA,31015
196,-83.751035,31.944197,2402 Cougar Aly,Cordele,GA,31015-2097
197,-83.763391,31.95397,1116 E 24th Ave,Cordele,GA,31015-2070
2052,-83.796547,31.954173,1001 W 24th Ave,Cordele,GA,31015-2700
5050,-83.770134,31.954394,802 E 24th Ave,Cordele,GA,31015-2105
101,-85.511965,34.873678,306 Wolverine Dr,Trenton,GA,30752-2405
195,-85.506919,34.859953,300 Tradition Ln,Trenton,GA,30752-2667
275,-85.548867,34.88536,5491 Highway 301,Trenton,GA,30752-5361
295,-85.518572,34.87244,250 Pace Dr,Trenton,GA,30752-2412
103,-84.015751,34.367691,1063 Kilough Church Rd,Dawsonville,GA,30534-6939
106,-84.115523,34.354533,5126 Highway 9 S,Dawsonville,GA,30534-6023
109,-84.113248,34.42013,332 Highway 9 N,Dawsonville,GA,30534
111,-84.119167,34.353506,370 Dawson Forest Rd E,Dawsonville,GA,30534
189,-84.104556,34.421009,1150 Perimeter Rd,Dawsonville,GA,30534-4311
198,-84.103737,34.414156,1665 Perimeter Rd,Dawsonville,GA,30534-4328
199,-84.082555,34.352702,1860 Dawson Forest Rd E,Dawsonville,GA,30534-6711
105,-84.615338,30.932407,915 Zorn Rd,Bainbridge,GA,39817-6708
116,-84.556513,30.898396,1301 E College St,Bainbridge,GA,39819-4878
191,-84.574036,30.899824,725 Potter St,Bainbridge,GA,39819-4535
2050,-84.556513,30.898396,1301 E College St,Bainbridge,GA,39819-4878
2052,-84.55886,30.909014,1201 Martin Luther King Jr Dr,Bainbridge,GA,39817-3815
3050,-84.481087,30.885947,1 Bearcat Blvd,Bainbridge,GA,39819-7917
3052,-84.575837,30.884006,1947 S West St,Bainbridge,GA,39819-4941
4052,-84.555104,30.904888,1400 E Broughton St,Bainbridge,GA,39817-4204
100,-84.226561,33.666735,3981 McGill Dr,Decatur,GA,30034-5823
102,-84.111327,33.788076,440 Wicksbury Way,Stone Mountain,GA,30087-4769
103,-84.198672,33.661017,3991 Snapfinger Rd,Lithonia,GA,30038-3648
105,-84.149093,33.709922,2645 Dekalb Medical Pkwy,Lithonia,GA,30058-4990
107,-84.160162,33.659161,4603 Evans Mill Rd,Lithonia,GA,30038-4033
108,-84.114738,33.761467,1301 S Deshon Rd,Lithonia,GA,30058-6032
113,-84.232725,33.751515,1402 Austin Dr,Decatur,GA,30032-3838
172,-84.294834,33.676117,2360 River Rd,Ellenwood,GA,30294-1128
173,-84.311933,33.946391,1877 Vanderlyn Dr,Dunwoody,GA,30338-4334
175,-84.335784,33.959569,5435 Roberts Dr,Dunwoody,GA,30338-3328
176,-84.1782,33.758555,5247 Redan Rd,Stone Mountain,GA,30088-2803
181,-84.179456,33.769609,919 Martin Rd,Stone Mountain,GA,30088-2110
188,-84.169227,33.728856,2170 Panola Way Ct,Lithonia,GA,30058-5525
189,-84.296889,33.930997,4664 N Peachtree Rd,Atlanta,GA,30338-5811
190,-84.120371,33.773268,750 Pine Ridge Dr,Stone Mountain,GA,30087-4630
191,-84.189137,33.676873,4863 Browns Mill Rd,Lithonia,GA,30038-2606
193,-84.216246,33.679676,3535 Dogwood Farm Rd,Decatur,GA,30034-6405
197,-84.152304,33.730595,5776 Marbut Rd,Lithonia,GA,30058-8351
200,-84.295861,33.687229,2300 Wildcat Rd,Decatur,GA,30034-3735
201,-84.196791,33.782047,505 S Hairston Rd,Stone Mountain,GA,30088-1612
202,-84.129407,33.725016,2440 Phillips Rd,Lithonia,GA,30058-5374
203,-84.110339,33.714785,2451 Randall Ave,Lithonia,GA,30058-4673
205,-84.156833,33.741591,1775 Young Rd,Lithonia,GA,30058-5604
214,-84.308417,33.941381,1923 Womack Rd,Dunwoody,GA,30338-4431
215,-84.271136,33.768934,3191 Covington Hwy,Avondale Estates,GA,30002-1607
272,-84.198171,33.78865,445 Halwick Way,Stone Mountain,GA,30083-4381
275,-84.296812,33.676222,2330 River Rd,Ellenwood,GA,30294-1128
276,-84.202032,33.810467,4555 Central Dr,Stone Mountain,GA,30083-2528
288,-84.320192,33.915247,1663 E Nancy Creek Dr NE,Brookhaven,GA,30319-1763
290,-84.271447,33.89145,3456 Aztec Rd,Atlanta,GA,30340-2702
291,-84.171882,33.676935,5333 Salem Rd,Lithonia,GA,30038-2865
293,-84.144778,33.763685,1040 King Way Dr,Lithonia,GA,30058-6114
297,-84.183935,33.689304,5100 Rock Springs Rd,Lithonia,GA,30038-2328
301,-84.253664,33.697497,3001 Columbia Dr,Decatur,GA,30034-4148
305,-84.269057,33.679801,3574 Oakvale Rd,Decatur,GA,30034-4701
309,-84.265698,33.743662,3039 Santa Monica Dr,Decatur,GA,30032-3627
311,-84.13646,33.699028,6400 Woodrow Rd,Lithonia,GA,30038-2437
314,-84.2905,33.848837,2225 Heritage Dr NE,Atlanta,GA,30345-3534
315,-84.275766,33.886017,3130 Raymond Dr,Doraville,GA,30340-1827
375,-84.164416,33.69565,5505 Philip Bradley Dr,Lithonia,GA,30038-1200
397,-84.116006,33.774387,922 Stephenson Rd,Stone Mountain,GA,30087-4619
399,-84.254627,33.785904,385 Glendale Rd,Scottdale,GA,30079-1810
401,-84.202464,33.734473,5200 Covington Hwy,Decatur,GA,30035-2201
406,-84.310888,33.896599,3601 Sexton Woods Dr,Chamblee,GA,30341-2016
407,-84.194653,33.83259,1701 Mountain Industrial Blvd,Stone Mountain,GA,30083-1027
409,-84.306962,33.727219,2162 Second Ave,Decatur,GA,30032-5259
410,-84.267262,33.759348,1192 Clarendon Ave,Avondale Estates,GA,30002-1570
475,-84.240904,33.689687,3505 Boring Rd,Decatur,GA,30034-4406
497,-84.124614,33.774644,701 Stephenson Rd,Stone Mountain,GA,30087-4616
500,-84.198419,33.798552,5855 Memorial Dr,Stone Mountain,GA,30083-3486
503,-84.197833,33.798622,5839 Memorial Dr,Stone Mountain,GA,30083-3486
506,-84.212113,33.833052,4293 Sarr Pkwy,Stone Mountain,GA,30083-1031
507,-84.173593,33.805042,5265 Mimosa Dr,Stone Mountain,GA,30083-3624
510,-84.320864,33.829346,1634 Knob Hill Dr NE,Atlanta,GA,30329-3209
575,-84.189792,33.815546,4900 Sheila Ln,Stone Mountain,GA,30083-2124
597,-84.183511,33.723654,2215 Miller Rd,Decatur,GA,30035-3708
605,-84.214181,33.847366,2160 Idlewood Rd,Tucker,GA,30084-4815
610,-84.131025,33.650445,6610 Browns Mill Rd,Lithonia,GA,30038-4215
675,-84.200635,33.742438,4120 Cedar Ridge Trl,Stone Mountain,GA,30083-5708
705,-84.33779,33.875809,3007 Hermance Dr NE,Brookhaven,GA,30319-2627
707,-84.345298,33.780105,934 Briarcliff Rd NE,Atlanta,GA,30306-2618
797,-84.251657,33.86697,2830 Henderson Mill Rd,Chamblee,GA,30341-5712
805,-84.290103,33.802807,2418 Wood Trail Ln,Decatur,GA,30033-4849
810,-84.194653,33.83259,1701 Mountain Industrial Blvd,Stone Mountain,GA,30083-1027
897,-84.273158,33.819316,3100 Mount Olive Dr,Decatur,GA,30033-3018
1010,-84.199326,33.824495,1492 Kelton Dr,Stone Mountain,GA,30083-1918
1050,-84.260866,33.77897,3131 Old Rockbridge Rd,Avondale Estates,GA,30002-1123
1052,-84.222579,33.837325,1855 Brockett Rd,Tucker,GA,30084-6433
1053,-84.218344,33.679227,3536 Radcliffe Blvd,Decatur,GA,30034-5911
1054,-84.25802,33.719768,3230 Columbia Woods Dr,Decatur,GA,30032-5842
